,p0q0
18481,1
18482,-10
18483,-6
18484,0
18485,-8
18486,-6
18487,0
18488,1
18489,3
18490,8
18491,-3
18492,5
18493,9
18494,1
18495,6
18496,9
18497,9
18498,2
18499,-9
18500,-2
18501,-10
18502,-10
18503,-6
18504,-1
18505,-9
18506,6
18507,-8
18508,-3
18509,-5
18510,5
18511,-1
18512,2
18513,-10
18514,-4
18515,10
18516,-4
18517,7
18518,8
18519,-9
18520,3
18521,-2
18522,-1
18523,-5
18524,0
18525,7
18526,7
18527,-5
18528,-2
18529,0
18530,4
18531,5
18532,4
18533,0
18534,-7
18535,-3
18536,5
18537,-7
18538,7
18539,-1
18540,2
18541,6
18542,-6
18543,-2
18544,-4
18545,1
18546,0
18547,-5
18548,0
18549,10
18550,0
18551,7
18552,1
18553,9
18554,-4
18555,0
18556,1
18557,10
18558,1
18559,-9
18560,3
18561,8
18562,10
18563,-10
18564,-6
18565,3
18566,-1
18567,3
18568,-4
18569,4
18570,2
18571,6
18572,2
18573,3
18574,3
18575,-3
18576,1
18577,-8
18578,7
18579,1
18580,9
18581,2
18582,5
18583,-5
18584,-9
18585,9
18586,4
18587,-4
18588,-10
18589,5
18590,-9
18591,-1
18592,-5
18593,-3
18594,1
18595,-5
18596,-10
18597,-2
18598,-4
18599,-9
18600,-9
18601,2
18602,-10
18603,3
18604,-9
18605,-3
18606,-3
18607,9
18608,0
18609,-2
18610,0
18611,-9
18612,-5
18613,-1
18614,0
18615,-8
18616,10
18617,-4
18618,-10
18619,10
18620,4
18621,4
18622,-4
18623,-5
18624,-7
18625,-4
18626,8
18627,-5
18628,0
18629,-7
18630,-5
18631,4
18632,-10
18633,9
18634,-5
18635,-1
18636,6
18637,10
18638,-3
18639,5
18640,6
18641,6
18642,3
18643,-3
18644,-1
18645,-1
18646,1
18647,-8
18648,9
18649,3
18650,-2
18651,-1
18652,-3
18653,4
18654,-3
18655,8
18656,4
18657,-2
18658,-8
18659,-6
18660,1
18661,-3
18662,-8
18663,0
18664,8
18665,4
18666,-8
18667,9
18668,-5
18669,0
18670,-5
18671,8
18672,5
18673,1
18674,-1
18675,9
18676,7
18677,10
18678,9
18679,9
18680,-3
18681,3
18682,0
18683,3
18684,-5
18685,-7
18686,5
18687,7
18688,10
18689,5
18690,6
18691,-10
18692,5
18693,-10
18694,-3
18695,-5
18696,5
18697,4
18698,-3
18699,3
18700,7
18701,4
18702,9
18703,-6
18704,9
18705,-9
18706,8
18707,-3
18708,8
18709,0
18710,-4
18711,-1
18712,-6
18713,6
18714,-1
18715,6
18716,-4
18717,8
18718,-6
18719,7
18720,-7
18721,-3
18722,10
18723,-6
18724,9
18725,9
18726,-1
18727,6
18728,-10
18729,10
18730,-5
18731,-1
18732,5
18733,3
18734,-5
18735,4
18736,10
18737,3
18738,9
18739,8
18740,10
18741,8
18742,3
18743,-4
18744,-9
18745,-2
18746,5
18747,6
18748,9
18749,6
18750,-4
18751,-8
18752,2
18753,6
18754,2
18755,-7
18756,2
18757,2
18758,9
18759,-7
18760,8
18761,9
18762,1
18763,2
18764,3
18765,-7
18766,2
18767,-7
18768,2
18769,-7
18770,-1
18771,8
18772,5
18773,-3
18774,0
18775,-5
18776,-7
18777,-1
18778,3
18779,-3
18780,6
18781,1
18782,3
18783,-7
18784,10
18785,8
18786,-4
18787,-2
18788,6
18789,-1
18790,10
18791,10
18792,-9
18793,-9
18794,5
18795,-6
18796,-6
18797,2
18798,10
18799,-8
18800,-8
18801,-10
18802,-8
18803,5
18804,4
18805,-2
18806,5
18807,0
18808,9
18809,7
18810,8
18811,4
18812,0
18813,6
18814,7
18815,5
18816,0
18817,-7
18818,-7
18819,-3
18820,-5
18821,-6
18822,-5
18823,-5
18824,-5
18825,-10
18826,-6
18827,-3
18828,0
18829,-1
18830,-2
18831,4
18832,-6
18833,-1
18834,-5
18835,9
18836,6
18837,-2
18838,-2
18839,-9
18840,5
18841,3
18842,-1
18843,7
18844,-1
18845,-6
18846,10
18847,3
18848,-7
18849,-9
18850,-1
18851,8
18852,2
18853,5
18854,-3
18855,-6
18856,-6
18857,1
18858,9
18859,-4
18860,10
18861,-2
18862,-1
18863,-2
18864,9
18865,2
18866,1
18867,0
18868,-9
18869,1
18870,-6
18871,8
18872,4
18873,-10
18874,-6
18875,-4
18876,-4
18877,-8
18878,-3
18879,-6
18880,-8
18881,-3
18882,2
18883,0
18884,-6
18885,0
18886,4
18887,-6
18888,1
18889,-1
18890,-10
18891,0
18892,-4
18893,10
18894,7
18895,-10
18896,10
18897,2
18898,-6
18899,4
18900,-8
18901,-10
18902,-4
18903,10
18904,6
18905,8
18906,10
18907,-6
18908,-9
18909,0
18910,1
18911,2
18912,8
18913,-2
18914,8
18915,-5
18916,-3
18917,5
18918,6
18919,9
18920,-10
18921,-10
18922,-6
18923,4
18924,-8
18925,-10
18926,-5
18927,10
18928,7
18929,-1
18930,3
18931,3
18932,1
18933,2
18934,-5
18935,1
18936,-7
18937,0
18938,2
18939,-4
18940,10
18941,1
18942,-2
18943,7
18944,-6
18945,-9
18946,1
18947,-10
18948,-10
18949,-10
18950,4
18951,-8
18952,-10
18953,1
18954,-10
18955,1
18956,9
18957,-4
18958,10
18959,10
18960,8
18961,-2
18962,-8
18963,-8
18964,-6
18965,-2
18966,-2
18967,2
18968,8
18969,1
18970,-10
18971,-6
18972,4
18973,6
18974,-2
18975,-5
18976,9
18977,10
18978,7
18979,9
18980,-1
18981,5
18982,3
18983,8
18984,-1
18985,8
18986,4
18987,2
18988,-2
18989,5
18990,5
18991,-6
18992,3
18993,9
18994,-3
18995,-7
18996,6
18997,-8
18998,9
18999,0
19000,-3
19001,0
19002,-5
19003,-6
19004,8
19005,-1
19006,-4
19007,-2
19008,3
19009,10
19010,2
19011,-3
19012,-9
19013,-5
19014,6
19015,-2
19016,-7
19017,8
19018,-7
19019,-4
19020,-2
19021,4
19022,5
19023,-4
19024,10
19025,-8
19026,-2
19027,-3
19028,6
19029,1
19030,0
19031,5
19032,-2
19033,-9
19034,1
19035,-1
19036,4
19037,0
19038,-9
19039,-6
19040,9
19041,-7
19042,0
19043,-1
19044,-2
19045,-6
19046,-1
19047,2
19048,1
19049,4
19050,-5
19051,6
19052,-5
19053,7
19054,5
19055,-4
19056,7
19057,-3
19058,2
19059,6
19060,-2
19061,4
19062,-7
19063,-5
19064,2
19065,2
19066,3
19067,0
19068,3
19069,-1
19070,-9
19071,-9
19072,-2
19073,6
19074,-9
19075,-6
19076,-6
19077,7
19078,-6
19079,-10
19080,-1
19081,1
19082,5
19083,-5
19084,5
19085,-1
19086,4
19087,0
19088,3
19089,-2
19090,-1
19091,6
19092,2
19093,9
19094,10
19095,4
19096,-9
19097,8
19098,7
19099,-5
19100,-8
19101,-9
19102,2
19103,-10
19104,-1
19105,-4
19106,-8
19107,-9
19108,9
19109,-3
19110,8
19111,0
19112,-4
19113,-7
19114,3
19115,-6
19116,-8
19117,-3
19118,-9
19119,0
19120,10
19121,-7
19122,10
19123,-2
19124,-9
19125,9
19126,-7
19127,7
19128,7
19129,4
19130,9
19131,-8
19132,-9
19133,-3
19134,2
19135,7
19136,8
19137,-10
19138,1
19139,-8
19140,6
19141,-5
19142,2
19143,-6
19144,4
19145,10
19146,1
19147,-10
19148,4
19149,4
19150,8
19151,9
19152,-9
19153,-9
19154,5
19155,-2
19156,10
19157,4
19158,1
19159,1
19160,3
19161,3
19162,-8
19163,-1
19164,-7
19165,-3
19166,-3
19167,-3
19168,10
19169,6
19170,5
19171,-6
19172,-9
19173,5
19174,-7
19175,-2
19176,-9
19177,-7
19178,4
19179,2
19180,-2
19181,-7
19182,10
19183,3
19184,-1
19185,-7
19186,-10
19187,9
19188,-10
19189,-1
19190,-2
19191,1
19192,0
19193,7
19194,9
19195,6
19196,9
19197,4
19198,9
19199,5
19200,9
19201,-2
19202,0
19203,-2
19204,-7
19205,-10
19206,3
19207,3
19208,-4
19209,8
19210,5
19211,-4
19212,7
19213,3
19214,-3
19215,-7
19216,-4
19217,-8
19218,-6
19219,4
19220,-6
19221,10
19222,9
19223,0
19224,0
19225,7
19226,7
19227,-5
19228,8
19229,7
19230,3
19231,2
19232,6
19233,-10
19234,-4
19235,-6
19236,10
19237,0
19238,5
19239,3
19240,4
19241,5
19242,5
19243,9
19244,1
19245,6
19246,-3
19247,-7
19248,-6
19249,6
19250,-8
19251,6
19252,-8
19253,8
19254,-10
19255,8
19256,1
19257,10
19258,5
19259,9
19260,-5
19261,6
19262,-3
19263,-5
19264,-8
19265,8
19266,-2
19267,-4
19268,-6
19269,-8
19270,-1
19271,-7
19272,2
19273,-4
19274,-1
19275,-4
19276,-9
19277,-3
19278,3
19279,-3
19280,-7
19281,7
19282,0
19283,8
19284,5
19285,-6
19286,9
19287,3
19288,4
19289,-10
19290,9
19291,-1
19292,-5
19293,-6
19294,6
19295,10
19296,-6
19297,-5
19298,-1
19299,10
19300,-4
19301,-2
19302,7
19303,-8
19304,5
19305,-6
19306,-10
19307,-1
19308,10
19309,9
19310,0
19311,7
19312,8
19313,-7
19314,3
19315,7
19316,0
19317,-5
19318,4
19319,-7
19320,1
19321,-6
19322,8
19323,4
19324,5
19325,-7
19326,-3
19327,-2
19328,3
19329,-7
19330,0
19331,-7
19332,4
19333,6
19334,4
19335,2
19336,3
19337,-2
19338,10
19339,-2
19340,-4
19341,7
19342,2
19343,10
19344,0
19345,2
19346,-4
19347,-1
19348,0
19349,-8
19350,-1
19351,-6
19352,7
19353,1
19354,-7
19355,7
19356,-5
19357,10
19358,1
19359,9
19360,2
19361,2
19362,8
19363,-5
19364,-7
19365,1
19366,-4
19367,5
19368,5
19369,-5
19370,-1
19371,-9
19372,-7
19373,-10
19374,-10
19375,5
19376,-8
19377,0
19378,3
19379,-6
19380,-1
19381,-6
19382,10
19383,-6
19384,-1
19385,-8
19386,2
19387,-2
19388,-10
19389,-10
19390,7
19391,-9
19392,-6
19393,0
19394,1
19395,2
19396,1
19397,-2
19398,3
19399,-1
19400,-7
19401,2
19402,-7
19403,7
19404,-8
19405,10
19406,-1
19407,10
19408,1
19409,10
19410,-3
19411,-6
19412,2
19413,6
19414,-7
19415,-6
19416,5
19417,-1
19418,-7
19419,-9
19420,-5
19421,-4
19422,1
19423,-9
19424,0
19425,-4
19426,9
19427,-7
19428,8
19429,-9
19430,3
19431,6
19432,2
19433,-3
19434,4
19435,3
19436,-5
19437,5
19438,-1
19439,-1
19440,-5
19441,0
19442,-9
19443,-7
19444,5
19445,8
19446,-10
19447,-10
19448,3
19449,-6
19450,-8
19451,7
19452,7
19453,2
19454,-5
19455,-5
19456,0
19457,-10
19458,-10
19459,8
19460,-6
19461,0
19462,4
19463,5
19464,-10
19465,-1
19466,-5
19467,3
19468,-5
19469,5
19470,9
19471,0
19472,-8
19473,-9
19474,7
19475,1
19476,-7
19477,-4
19478,-9
19479,9
19480,-7
19481,1
19482,-3
19483,-8
19484,-1
19485,0
19486,0
19487,8
19488,-3
19489,3
19490,-7
19491,5
19492,-1
19493,-2
19494,-4
19495,4
19496,-3
19497,-8
19498,9
19499,-4
19500,-2
19501,-2
19502,-5
19503,-5
19504,-5
19505,3
19506,1
19507,0
19508,3
19509,-4
19510,3
19511,5
19512,2
19513,-7
19514,4
19515,-5
19516,1
19517,-7
19518,2
19519,0
19520,3
19521,10
19522,-6
19523,0
19524,-5
19525,5
19526,5
19527,-7
19528,-1
19529,9
19530,4
19531,9
19532,9
19533,-2
19534,-6
19535,-10
19536,9
19537,-10
19538,-7
19539,7
19540,10
19541,-10
19542,2
19543,6
19544,4
19545,-10
19546,-8
19547,-4
19548,8
19549,4
19550,0
19551,5
19552,3
19553,1
19554,10
19555,4
19556,-9
19557,0
19558,8
19559,-8
19560,2
19561,3
19562,-3
19563,1
19564,8
19565,9
19566,-4
19567,7
19568,-7
19569,-8
19570,2
19571,2
19572,4
19573,2
19574,-7
19575,0
19576,7
19577,-6
19578,-2
19579,6
19580,-1
19581,-1
19582,-2
19583,-5
19584,-8
19585,5
19586,10
19587,2
19588,0
19589,2
19590,10
19591,10
19592,10
19593,-1
19594,10
19595,-6
19596,8
19597,-2
19598,-9
19599,-9
19600,-8
19601,0
19602,-8
19603,3
19604,-3
19605,-10
19606,6
19607,-2
19608,-10
19609,6
19610,3
19611,10
19612,-2
19613,-1
19614,5
19615,8
19616,9
19617,7
19618,-9
19619,-8
19620,-1
19621,5
19622,3
19623,-5
19624,-7
19625,8
19626,8
19627,5
19628,0
19629,-6
19630,9
19631,-10
19632,-5
19633,7
19634,7
19635,-5
19636,3
19637,5
19638,-2
19639,-6
19640,10
19641,-9
19642,-8
19643,6
19644,-2
19645,7
19646,-8
19647,9
19648,9
19649,-3
19650,10
19651,7
19652,9
19653,-5
19654,-8
19655,4
19656,10
19657,-9
19658,7
19659,-2
19660,1
19661,-3
19662,8
19663,-9
19664,-2
19665,-5
19666,-5
19667,8
19668,-6
19669,-9
19670,-4
19671,-7
19672,-2
19673,10
19674,-9
19675,4
19676,-1
19677,3
19678,1
19679,-2
19680,8
19681,6
19682,4
19683,-3
19684,-5
19685,1
19686,-2
19687,9
19688,-1
19689,10
19690,-1
19691,8
19692,9
19693,-8
19694,9
19695,9
19696,7
19697,10
19698,2
19699,-10
19700,0
19701,-2
19702,-5
19703,-5
19704,2
19705,-3
19706,3
19707,4
19708,-7
19709,-4
19710,-8
19711,9
19712,-8
19713,9
19714,0
19715,7
19716,-4
19717,-2
19718,-3
19719,2
19720,5
19721,3
19722,3
19723,7
19724,-8
19725,8
19726,5
19727,6
19728,-10
19729,-9
19730,-8
19731,7
19732,-4
19733,2
19734,2
19735,6
19736,5
19737,-2
19738,-3
19739,10
19740,9
19741,3
19742,0
19743,4
19744,-9
19745,7
19746,-3
19747,-4
19748,-4
19749,-5
19750,-2
19751,10
19752,0
19753,4
19754,3
19755,-4
19756,8
19757,5
19758,5
19759,4
19760,4
19761,4
19762,3
19763,-9
19764,5
19765,1
19766,4
19767,-8
19768,-1
19769,6
19770,5
19771,-1
19772,10
19773,-2
19774,10
19775,4
19776,9
19777,1
19778,1
19779,-4
19780,-1
19781,-3
19782,-9
19783,-4
19784,7
19785,8
19786,-3
19787,-2
19788,-10
19789,9
19790,10
19791,-8
19792,-10
19793,-6
19794,8
19795,9
19796,-5
19797,0
19798,-9
19799,0
19800,5
19801,7
19802,5
19803,3
19804,-5
19805,2
19806,1
19807,3
19808,-6
19809,8
19810,8
19811,-6
19812,-2
19813,-5
19814,5
19815,9
19816,-5
19817,-5
19818,4
19819,-5
19820,-8
19821,-5
19822,6
19823,-8
19824,-9
19825,-3
19826,6
19827,-10
19828,-5
19829,3
19830,3
19831,4
19832,-6
19833,-9
19834,8
19835,-7
19836,1
19837,-3
19838,10
19839,10
19840,-3
19841,-4
19842,-10
19843,-9
19844,-9
19845,8
19846,-5
19847,8
19848,-7
19849,-1
19850,-1
19851,-6
19852,2
19853,-10
19854,9
19855,-10
19856,-2
19857,1
19858,8
19859,1
19860,2
19861,7
19862,-3
19863,1
19864,2
19865,-10
19866,10
19867,3
19868,1
19869,-2
19870,-3
19871,-1
19872,9
19873,-6
19874,-4
19875,-8
19876,-5
19877,-4
19878,2
19879,8
19880,6
19881,-10
19882,9
19883,10
19884,10
19885,6
19886,10
19887,-7
19888,-4
19889,10
19890,5
19891,10
19892,7
19893,10
19894,9
19895,-5
19896,-9
19897,0
19898,2
19899,-7
19900,9
19901,2
19902,-1
19903,-9
19904,-10
19905,1
19906,-3
19907,6
19908,2
19909,6
19910,-10
19911,4
19912,2
19913,3
19914,-1
19915,5
19916,8
19917,-6
19918,3
19919,6
19920,-9
19921,2
19922,3
19923,-4
19924,-5
19925,7
19926,-1
19927,5
19928,1
19929,-5
19930,-6
19931,-2
19932,-1
19933,2
19934,4
19935,4
19936,10
19937,6
19938,6
19939,-2
19940,7
19941,-4
19942,-4
19943,-2
19944,8
19945,-5
19946,-1
19947,-10
19948,3
19949,10
19950,-2
19951,2
19952,2
19953,10
19954,4
19955,3
19956,-4
19957,-3
19958,3
19959,6
19960,-5
19961,-6
19962,-10
19963,10
19964,4
19965,10
19966,-3
19967,-6
19968,-3
19969,2
19970,8
19971,-1
19972,10
19973,-1
19974,6
19975,-7
19976,8
19977,8
19978,-7
19979,1
19980,-4
19981,-4
19982,8
19983,6
19984,1
19985,5
19986,-6
19987,10
19988,3
19989,7
19990,-7
19991,1
19992,-6
19993,2
19994,0
19995,2
19996,8
19997,-6
19998,-1
19999,0
20000,9
20001,6
20002,2
20003,3
20004,-10
20005,-3
20006,9
20007,8
20008,7
20009,2
20010,7
20011,7
20012,1
20013,-4
20014,-8
20015,10
20016,-2
20017,-5
20018,10
20019,-2
20020,8
20021,8
20022,6
20023,6
20024,-4
20025,4
20026,9
20027,-5
20028,10
20029,-3
20030,8
20031,-9
20032,2
20033,4
20034,3
20035,-2
20036,-8
20037,0
20038,9
20039,1
20040,6
20041,9
20042,-9
20043,3
20044,-2
20045,3
20046,-9
20047,-7
20048,9
20049,0
20050,-3
20051,5
20052,10
20053,3
20054,-7
20055,-2
20056,3
20057,2
20058,6
20059,2
20060,0
20061,-6
20062,-5
20063,-6
20064,-3
20065,-2
20066,6
20067,6
20068,-10
20069,-6
20070,4
20071,-3
20072,7
20073,-2
20074,-6
20075,-4
20076,10
20077,9
20078,7
20079,1
20080,0
20081,3
20082,9
20083,5
20084,-4
20085,-10
20086,-2
20087,7
20088,0
20089,9
20090,6
20091,-7
20092,-8
20093,10
20094,-1
20095,9
20096,2
20097,-1
20098,-3
20099,-8
20100,0
20101,-7
20102,-8
20103,-8
20104,5
20105,-8
20106,9
20107,9
20108,1
20109,6
20110,-6
20111,2
20112,8
20113,-6
20114,-10
20115,-2
20116,4
20117,5
20118,-8
20119,0
20120,8
20121,-9
20122,9
20123,2
20124,-3
20125,0
20126,1
20127,-4
20128,-8
20129,-1
20130,9
20131,6
20132,3
20133,-10
20134,1
20135,1
20136,3
20137,-9
20138,-7
20139,10
20140,-2
20141,-6
20142,-6
20143,-2
20144,0
20145,1
20146,-10
20147,-1
20148,-7
20149,-2
20150,9
20151,5
20152,-3
20153,5
20154,2
20155,2
20156,2
20157,1
20158,-2
20159,6
20160,8
20161,9
20162,9
20163,-9
20164,10
20165,-3
20166,10
20167,9
20168,9
20169,1
20170,1
20171,-10
20172,-8
20173,-8
20174,-5
20175,6
20176,-9
20177,-3
20178,-7
20179,-10
20180,8
20181,-2
20182,10
20183,4
20184,-1
20185,8
20186,8
20187,-2
20188,10
20189,9
20190,4
20191,9
20192,5
20193,-10
20194,-8
20195,5
20196,-8
20197,5
20198,3
20199,-5
20200,8
20201,6
20202,-4
20203,7
20204,3
20205,-3
20206,5
20207,8
20208,1
20209,-9
20210,10
20211,-4
20212,6
20213,9
20214,-8
20215,-7
20216,6
20217,7
20218,8
20219,1
20220,-6
20221,-6
20222,6
20223,-8
20224,9
20225,0
20226,-8
20227,10
20228,-3
20229,-8
20230,5
20231,-6
20232,-8
20233,4
20234,6
20235,-9
20236,-4
20237,-8
20238,5
20239,4
20240,1
20241,2
20242,-1
20243,-1
20244,-7
20245,-10
20246,-5
20247,-7
20248,-1
20249,-9
20250,8
20251,-4
20252,9
20253,-10
20254,2
20255,7
20256,-6
20257,-5
20258,-1
20259,-1
20260,2
20261,-9
20262,7
20263,10
20264,-3
20265,4
20266,-8
20267,3
20268,4
20269,-2
20270,2
20271,-8
20272,5
20273,0
20274,4
20275,7
20276,2
20277,4
20278,-3
20279,1
20280,3
20281,7
20282,-6
20283,2
20284,3
20285,2
20286,0
20287,3
20288,6
20289,-3
20290,5
20291,5
20292,-7
20293,9
20294,8
20295,4
20296,10
20297,8
20298,1
20299,8
20300,-6
20301,-1
20302,10
20303,-1
20304,7
20305,7
20306,10
20307,-9
20308,-6
20309,-4
20310,9
20311,-8
20312,5
20313,8
20314,4
20315,6
20316,3
20317,1
20318,2
20319,1
20320,-3
20321,-8
20322,-1
20323,-6
20324,4
20325,-8
20326,-8
20327,-5
20328,-4
20329,4
20330,4
20331,-4
20332,-6
20333,-9
20334,9
20335,-6
20336,-3
20337,6
20338,9
20339,8
20340,-8
20341,10
20342,-6
20343,5
20344,10
20345,-1
20346,-2
20347,6
20348,2
20349,-6
20350,3
20351,2
20352,7
20353,0
20354,-5
20355,3
20356,1
20357,-8
20358,1
20359,1
20360,2
20361,4
20362,-3
20363,9
20364,9
20365,-7
20366,-9
20367,-8
20368,9
20369,10
20370,-3
20371,10
20372,5
20373,-10
20374,7
20375,-2
20376,-5
20377,-8
20378,-10
20379,4
20380,-6
20381,-3
20382,-8
20383,0
20384,3
20385,10
20386,-2
20387,-5
20388,-6
20389,-4
20390,-7
20391,1
20392,-4
20393,2
20394,0
20395,-3
20396,-5
20397,-6
20398,8
20399,-6
20400,2
20401,4
20402,-3
20403,9
20404,-8
20405,2
20406,1
20407,-5
20408,10
20409,2
20410,-9
20411,-4
20412,-6
20413,-9
20414,7
20415,-6
20416,4
20417,7
20418,4
20419,6
20420,-5
20421,0
20422,2
20423,-3
20424,-8
20425,-8
20426,-5
20427,1
20428,-2
20429,-2
20430,-5
20431,-10
20432,5
20433,-1
20434,-1
20435,3
20436,1
20437,5
20438,6
20439,-8
20440,-4
20441,0
20442,7
20443,7
20444,-3
20445,5
20446,-7
20447,3
20448,-7
20449,6
20450,4
20451,-7
20452,9
20453,-7
20454,-2
20455,5
20456,8
20457,-7
20458,-3
20459,5
20460,-9
20461,-2
20462,-5
20463,-9
20464,-8
20465,9
20466,-6
20467,1
20468,2
20469,10
20470,-8
20471,8
20472,-4
20473,-2
20474,-4
20475,0
20476,1
20477,0
20478,-3
20479,6
20480,-6
20481,3
20482,-8
20483,-7
20484,-3
20485,-2
20486,-4
20487,-8
20488,3
20489,-2
20490,8
20491,-6
20492,1
20493,5
20494,7
20495,7
20496,-7
20497,2
20498,-3
20499,0
20500,-7
20501,-9
20502,3
20503,4
20504,-3
20505,-6
20506,-9
20507,9
20508,-7
20509,10
20510,-9
20511,8
20512,-9
20513,3
20514,-1
20515,3
20516,7
20517,-8
20518,-7
20519,9
20520,-1
20521,2
20522,-9
20523,-9
20524,7
20525,-7
20526,5
20527,5
20528,2
20529,3
20530,-1
20531,1
20532,9
20533,-3
20534,9
20535,3
20536,-8
20537,5
20538,6
20539,1
20540,6
20541,-2
20542,-9
20543,-8
20544,-4
20545,-5
20546,-4
20547,10
20548,-7
20549,6
20550,0
20551,9
20552,-5
20553,-8
20554,-3
20555,-6
20556,7
20557,-4
20558,-8
20559,5
20560,-10
20561,-9
20562,7
20563,2
20564,6
20565,-7
20566,0
20567,5
20568,-7
20569,2
20570,5
20571,-3
20572,-3
20573,-6
20574,-5
20575,6
20576,7
20577,10
20578,-7
20579,0
20580,8
20581,4
20582,10
20583,-7
20584,-6
20585,7
20586,-8
20587,3
20588,-7
20589,-6
20590,2
20591,-8
20592,1
20593,-1
20594,-2
20595,8
20596,3
20597,-2
20598,6
20599,10
20600,6
20601,-7
20602,-3
20603,1
20604,-2
20605,-8
20606,-5
20607,-1
20608,-10
20609,7
20610,3
20611,-3
20612,-6
20613,5
20614,10
20615,-2
20616,-10
20617,8
20618,10
20619,5
20620,0
20621,-7
20622,9
20623,1
20624,-7
20625,10
20626,6
20627,8
